project, pr_id, user, pr_title, URL
eslint/eslint,9704,vcanales,Fix: directives on multiline comments prefixed with `*` (Fixes #9646),https://github.com/eslint/eslint/pull/9704
eslint/eslint,9689,TravisBuddy,TravisBuddy Integration,https://github.com/eslint/eslint/pull/9689
eslint/eslint,9684,coreyfarrell,Update: Add exceptions option to camelcase.,https://github.com/eslint/eslint/pull/9684
eslint/eslint,9676,jr-grenoble,New: Banner style (was issue 9361),https://github.com/eslint/eslint/pull/9676
eslint/eslint,9671,j-f1,New: Autofix some one-var reports,https://github.com/eslint/eslint/pull/9671
eslint/eslint,9659,chocolateboy,Docs: Add missing word,https://github.com/eslint/eslint/pull/9659
eslint/eslint,9651,cmswalker,Update: added option to enforce immutables for prefer-const,https://github.com/eslint/eslint/pull/9651
eslint/eslint,9644,hotforfeature,New: add "multiline" option to padding-line-between-statements (#9642),https://github.com/eslint/eslint/pull/9644
eslint/eslint,9636,devsnek,add bigint type to valid-typeof,https://github.com/eslint/eslint/pull/9636
eslint/eslint,9630,KagamiChan,fix `Cannot read property 'match' of undefined` error,https://github.com/eslint/eslint/pull/9630
eslint/eslint,9627,aladdin-add,WIP: Update: align argument for indent VariableDeclarator(fixes #8976),https://github.com/eslint/eslint/pull/9627
eslint/eslint,9623,sharmilajesupaul,Update: nonblock-statement-body-position: add arrow fns (Refs: #9510),https://github.com/eslint/eslint/pull/9623
eslint/eslint,9616,aladdin-add,Chore: upgrade doctrine@2.0.1,https://github.com/eslint/eslint/pull/9616
eslint/eslint,9613,kesne,Update no-shadow-restricted-names to handle optional catch,https://github.com/eslint/eslint/pull/9613
eslint/eslint,9606,Asgator,Update no-octal-escape.js (Cannot read property 'match' of undefined),https://github.com/eslint/eslint/pull/9606
eslint/eslint,9581,jrpool,New: Add object options to object-property-newline for JSCS.,https://github.com/eslint/eslint/pull/9581
eslint/eslint,9563,morgs32,Apply object-property-newline to destructuring and imports,https://github.com/eslint/eslint/pull/9563
eslint/eslint,9555,jonkeller,Upgrade: globals to 10.2.0,https://github.com/eslint/eslint/pull/9555
eslint/eslint,9554,jonkeller,Upgrade globals to newest version,https://github.com/eslint/eslint/pull/9554
eslint/eslint,9522,jrpool,New: Revise rule object-property-newline, tests, and docs (refs #6251),https://github.com/eslint/eslint/pull/9522
eslint/eslint,9508,aladdin-add,Build: test more eslint-plugin-* before release (refs #9334),https://github.com/eslint/eslint/pull/9508
eslint/eslint,9499,aladdin-add,Chore: upgrade sinon@4.0.1 to fix ci.,https://github.com/eslint/eslint/pull/9499
eslint/eslint,9489,gpiress,Docs: multiline-comment valid block separate-lines,https://github.com/eslint/eslint/pull/9489
eslint/eslint,9487,gpiress,Fix: multiline-comment-style autofix (fixes #9485),https://github.com/eslint/eslint/pull/9487
eslint/eslint,9465,BenoitZugmeyer,Update: add "always" option to no-sequences,https://github.com/eslint/eslint/pull/9465
eslint/eslint,9460,aladdin-add,Build: babel-preset-es2015 => babel-preset-env.,https://github.com/eslint/eslint/pull/9460
eslint/eslint,9442,kraigh,Update: add never option to quote-props rule,https://github.com/eslint/eslint/pull/9442
eslint/eslint,9430,kentcdodds,fix(ignore-path): resolve paths relative to cwd,https://github.com/eslint/eslint/pull/9430
eslint/eslint,9408,mgol,Docs: fix checkboxes in the pull request template,https://github.com/eslint/eslint/pull/9408
eslint/eslint,9396,aladdin-add,New: add --fix to no-console.,https://github.com/eslint/eslint/pull/9396
eslint/eslint,9391,VictorHom,New: add consistent option to array-bracket-newline rule (fixes #9136),https://github.com/eslint/eslint/pull/9391
eslint/eslint,9388,mgol,Chore: add a Git .mailmap with my new name,https://github.com/eslint/eslint/pull/9388
eslint/eslint,9378,eran-nussbaum,Fix typo "but" --> "by",https://github.com/eslint/eslint/pull/9378
eslint/eslint,9377,VictorHom,Docs: write about the home dir case eslint config (fixes #7729),https://github.com/eslint/eslint/pull/9377
eslint/eslint,9372,aladdin-add,Fix: id-match mysteriously fails when defined in a comment. (fixes #9…,https://github.com/eslint/eslint/pull/9372
eslint/eslint,9360,ismail-syed,Fix: Check that node.body is defined,https://github.com/eslint/eslint/pull/9360
eslint/eslint,9347,kaicataldo,Update: consecutive option for one-var (fixes #4680),https://github.com/eslint/eslint/pull/9347
eslint/eslint,9320,VictorHom,Fix: remove dupe error message in bin/eslint (fixes #8964),https://github.com/eslint/eslint/pull/9320
eslint/eslint,9317,mysticatea,Proposal: `context.version`,https://github.com/eslint/eslint/pull/9317
eslint/eslint,9316,aladdin-add,Fix: allow "@" in  comment configs.,https://github.com/eslint/eslint/pull/9316
eslint/eslint,9284,VictorHom,(WIP) Chore: Release make file tests (fixes #8489),https://github.com/eslint/eslint/pull/9284
eslint/eslint,9281,aladdin-add,Chore: reorder conditions in if statement.,https://github.com/eslint/eslint/pull/9281
eslint/eslint,9280,aladdin-add,WIP: Chore: use regex.exec() for a small perf gain.,https://github.com/eslint/eslint/pull/9280
eslint/eslint,9244,pmcelhaney,Update: object-curly-spacing spaceInEmptyObject option (fixes #7927),https://github.com/eslint/eslint/pull/9244
eslint/eslint,9226,kevinoid,Fix: parsing YAML .eslintrc with JS-like comments,https://github.com/eslint/eslint/pull/9226
eslint/eslint,9212,gyandeeps,Chore: Move github related files to .github folder,https://github.com/eslint/eslint/pull/9212
eslint/eslint,9181,aladdin-add,Chore: add eslint-plugin-security to detect security issues.,https://github.com/eslint/eslint/pull/9181
eslint/eslint,9180,bmeck,new rule: no restricted export names,https://github.com/eslint/eslint/pull/9180
eslint/eslint,9163,not-an-aardvark,Chore: use eslint-plugin-local instead of --rulesdir for self-linting,https://github.com/eslint/eslint/pull/9163
eslint/eslint,9145,EmmanuelDemey,Add framework option in the config initializer,https://github.com/eslint/eslint/pull/9145
eslint/eslint,9134,avimar,Docs: \n escaping exclusion for quotes,https://github.com/eslint/eslint/pull/9134
eslint/eslint,9132,Standard8,Fix: handle es6 class extensions in new-parens.,https://github.com/eslint/eslint/pull/9132
eslint/eslint,9131,edwardkenfox,Update: make camelcase rule fixable,https://github.com/eslint/eslint/pull/9131
eslint/eslint,9119,CompuIves,Update: Allow parsers to be defined as object,https://github.com/eslint/eslint/pull/9119
eslint/eslint,9117,burka,Test-Case: no-unused-vars broken for isHidden function.,https://github.com/eslint/eslint/pull/9117
eslint/eslint,9084,platinumazure,Fix: no-unreachable reporting EmptyStatements (fixes #9081),https://github.com/eslint/eslint/pull/9084
eslint/eslint,9055,aladdin-add,Chore: add indent in .eslintrc.yml,https://github.com/eslint/eslint/pull/9055
eslint/eslint,9023,tinovyatkin,Fix: Add `yarn` support to `eslint --init`,https://github.com/eslint/eslint/pull/9023
eslint/eslint,8994,VictorHom,Fix: handle array-destructuring with obj assignment in prefer const,https://github.com/eslint/eslint/pull/8994
eslint/eslint,8993,canac,Docs: Access parseInt property correctly,https://github.com/eslint/eslint/pull/8993
eslint/eslint,8975,sauyon,New: Allow decimal arguments to indent's VariableDeclarator (fixes #3339),https://github.com/eslint/eslint/pull/8975
eslint/eslint,8961,aladdin-add,Update: rule no-console should ignore assignment.,https://github.com/eslint/eslint/pull/8961
eslint/eslint,8958,tyomitch,Update: check semicolons in ClassProperty nodes, too,https://github.com/eslint/eslint/pull/8958
eslint/eslint,8866,aladdin-add,Update: rename getter-return's option property,https://github.com/eslint/eslint/pull/8866
eslint/eslint,8855,aladdin-add,Chore: upgrade eslint-plugin-eslint-plugin@0.7.3,https://github.com/eslint/eslint/pull/8855
eslint/eslint,8840,kaicataldo,Fix: EmptyStatements in padding-line-between-statements (fixes #8839),https://github.com/eslint/eslint/pull/8840
eslint/eslint,8833,samdec11,Docs: Correct links in user-guide README,https://github.com/eslint/eslint/pull/8833
eslint/eslint,8780,qfox,Update: Allow eslint-disable-line to be wrapper in BlockComment,https://github.com/eslint/eslint/pull/8780
eslint/eslint,8779,qfox,Fix: max-len and eslint-disable,https://github.com/eslint/eslint/pull/8779
eslint/eslint,8774,aladdin-add,testing: Movlkmann/master,https://github.com/eslint/eslint/pull/8774
eslint/eslint,8772,aladdin-add,Space infix opts,https://github.com/eslint/eslint/pull/8772
eslint/eslint,8731,drugan,New: Override configFile entries by localConfigFile having "root": true,https://github.com/eslint/eslint/pull/8731
eslint/eslint,8716,jbeezley,Update: Add new regex matching rules for valid-jsdoc,https://github.com/eslint/eslint/pull/8716
eslint/eslint,8714,Slamdunk,Chore: indent bug proof to allow block relative disable [regression],https://github.com/eslint/eslint/pull/8714
eslint/eslint,8711,mysticatea,Fix: set indent level to return/throw argument (fixes #8710),https://github.com/eslint/eslint/pull/8711
eslint/eslint,8699,platinumazure,Fix: eslint --quiet no longer fixes warnings (fixes #8675),https://github.com/eslint/eslint/pull/8699
eslint/eslint,8677,sp00m,New: rule no-greater-than,https://github.com/eslint/eslint/pull/8677
eslint/eslint,8671,LouisBrunner,Update: curly-spacing replaces object-curly-spacing (refs #7361),https://github.com/eslint/eslint/pull/8671
eslint/eslint,8667,Lobstrosity,Update: Add multiline-expression statement type,https://github.com/eslint/eslint/pull/8667
eslint/eslint,8664,aladdin-add,Update default.yml: no-debugger: "error",https://github.com/eslint/eslint/pull/8664
eslint/eslint,8663,twolfson,Update: added node type based support to `space-before-function-paren`,https://github.com/eslint/eslint/pull/8663
eslint/eslint,8658,nemoxps,New: ClassDeclaration and ClassExpression option for the indent rule (fix #8230),https://github.com/eslint/eslint/pull/8658
eslint/eslint,8620,sholladay,New: Native linebreak-style option (fixes #8596),https://github.com/eslint/eslint/pull/8620
eslint/eslint,8615,borilla,Update: Comments as blank lines in padding-line-between-statements rule,https://github.com/eslint/eslint/pull/8615
eslint/eslint,8605,mpal9000,Update: Ability to load plugins by path,https://github.com/eslint/eslint/pull/8605
eslint/eslint,8599,borilla,Update: Allow comments to be treated as empty lines in newline-before-return rule,https://github.com/eslint/eslint/pull/8599
eslint/eslint,8598,not-an-aardvark,Chore: make eslintbot look at the PR title, not the first commit message,https://github.com/eslint/eslint/pull/8598
eslint/eslint,8589,milesj,Support an "eslint" property for package.json configuration,https://github.com/eslint/eslint/pull/8589
eslint/eslint,8585,Telokis,Added a way to not document return statement if it matches a pattern,https://github.com/eslint/eslint/pull/8585
eslint/eslint,8582,soda0289,New: Allow parsers to supply Visitor Keys/Fallback (fixes #8392),https://github.com/eslint/eslint/pull/8582
eslint/eslint,8574,YounGoat,Update: Add desc for valid/invalid in RuleTester,https://github.com/eslint/eslint/pull/8574
eslint/eslint,8573,YounGoat,Update: Add desc for valid/invalid in RuleTester,https://github.com/eslint/eslint/pull/8573
eslint/eslint,8571,not-an-aardvark,Chore: remove concat-stream dependency,https://github.com/eslint/eslint/pull/8571
eslint/eslint,8558,ethanresnick,no-undef: don't flag guarded variable uses,https://github.com/eslint/eslint/pull/8558
eslint/eslint,8536,villesau,Fix: 7451, Check existence of range,https://github.com/eslint/eslint/pull/8536
eslint/eslint,8530,not-an-aardvark,Chore: enable linebreak-style on ESLint codebase,https://github.com/eslint/eslint/pull/8530
eslint/eslint,8529,vitorbal,Fix: handle destructuring with defaults in camelcase rule (fixes #8511),https://github.com/eslint/eslint/pull/8529
eslint/eslint,8525,aladdin-add,Update default.yml, turn off comma-dangle,https://github.com/eslint/eslint/pull/8525
eslint/eslint,8523,not-an-aardvark,Chore: enable no-negated-condition on ESLint codebase,https://github.com/eslint/eslint/pull/8523
eslint/eslint,8515,edmorley,Breaking: Add .jsx to the default --ext file extensions (fixes #8399),https://github.com/eslint/eslint/pull/8515
eslint/eslint,8487,freshp86,Fix: Preserve comment tokens in object-curly-newline fix().,https://github.com/eslint/eslint/pull/8487
eslint/eslint,8480,xgqfrms-GitHub,typo,https://github.com/eslint/eslint/pull/8480
eslint/eslint,8456,vkhv,compact syntax,https://github.com/eslint/eslint/pull/8456
eslint/eslint,8409,EnTeQuAk,Update: Report identifiers that are assigned strings in no-implied-eval.,https://github.com/eslint/eslint/pull/8409
eslint/eslint,8407,jameswomack,Support controlling template string spaces in fix output and warnings/errors,https://github.com/eslint/eslint/pull/8407
eslint/eslint,8389,soda0289,Breaking: Traverse into decorators,https://github.com/eslint/eslint/pull/8389
eslint/eslint,8382,not-an-aardvark,Chore: simplify eslint:recommended generation (fixes #8370),https://github.com/eslint/eslint/pull/8382
eslint/eslint,8369,MatthewHerbst,Bug fix: check descriptor.node.loc existence,https://github.com/eslint/eslint/pull/8369
eslint/eslint,8343,justinanastos,Add Import/Export Declaration checks to `indent`,https://github.com/eslint/eslint/pull/8343
eslint/eslint,8333,fnwiya,Update: Add ignoredStrings option to camelcase,https://github.com/eslint/eslint/pull/8333
eslint/eslint,8322,not-an-aardvark,Chore: remove unused files from .gitignore,https://github.com/eslint/eslint/pull/8322
eslint/eslint,8317,marocchino,Docs: Minor fix,https://github.com/eslint/eslint/pull/8317
eslint/eslint,8309,nemoxps,New: padded-blocks implicit blocks,https://github.com/eslint/eslint/pull/8309
eslint/eslint,8291,alberto,Fix: nested config env should override parent parserOptions,https://github.com/eslint/eslint/pull/8291
eslint/eslint,8272,doug-wade,Add failing unit test,https://github.com/eslint/eslint/pull/8272
eslint/eslint,8257,JPeer264,Docs: fix links,https://github.com/eslint/eslint/pull/8257
eslint/eslint,8219,clambodile,Fix link typos in user-guide/README.md,https://github.com/eslint/eslint/pull/8219
eslint/eslint,8212,bolinfest,Introduce a no-java-constructor rule.,https://github.com/eslint/eslint/pull/8212
eslint/eslint,8204,alberto,Breaking: `RuleTester` ensures tests in fixable rules define `output`,https://github.com/eslint/eslint/pull/8204
eslint/eslint,8200,jwilk,Docs: fix typos,https://github.com/eslint/eslint/pull/8200
eslint/eslint,8167,jfo84,Update: Add fixer for prefer-destructuring,https://github.com/eslint/eslint/pull/8167
eslint/eslint,8165,camcam1993,Indent rewrite,https://github.com/eslint/eslint/pull/8165
eslint/eslint,8145,mysticatea,Fix: invalid autofix of padded-blocks (refs #8117),https://github.com/eslint/eslint/pull/8145
eslint/eslint,8128,InsightLive,Add rule category and description to messages in cli result,https://github.com/eslint/eslint/pull/8128
eslint/eslint,8123,Gvozd,Fix: `sourceCode.getJSDocComment` should work with decorated classes/methods,https://github.com/eslint/eslint/pull/8123
eslint/eslint,8122,alberto,Update: add `backtick` to `--init` (fixes #7997),https://github.com/eslint/eslint/pull/8122
eslint/eslint,8105,evnp,New: Add "exceptions" option to space-infix-ops,https://github.com/eslint/eslint/pull/8105
eslint/eslint,8060,Corvimae,Update: Add `ignoreComments` option to `no-trailing-spaces`,https://github.com/eslint/eslint/pull/8060
eslint/eslint,8057,Corvimae,Update: Add `ignoreComments` option to `no-trailing-spaces`,https://github.com/eslint/eslint/pull/8057
eslint/eslint,8017,ilyavolodin,Docs: Move @not-an-aardvark to TSC,https://github.com/eslint/eslint/pull/8017
eslint/eslint,8008,kentcdodds,fix(indent): --fix will not fix indentation with tabs of JSX.,https://github.com/eslint/eslint/pull/8008
eslint/eslint,7995,not-an-aardvark,Fix: no-use-before-define false positive with exports (fixes #7858),https://github.com/eslint/eslint/pull/7995
eslint/eslint,7989,vitorbal,New: Add no-array-destructured-return rule (fixes #6054),https://github.com/eslint/eslint/pull/7989
eslint/eslint,7982,paul-barry-kenzan,Fix #7967: Handle globals config usage,https://github.com/eslint/eslint/pull/7982
eslint/eslint,7969,wtgtybhertgeghgtwtg,Bump `inquirer`.,https://github.com/eslint/eslint/pull/7969
eslint/eslint,7954,terrierscript,Update: Add semi-spacing fixer for semicolon only line ,https://github.com/eslint/eslint/pull/7954
eslint/eslint,7930,flowmemo,Fix: `no-extra-semi` should not remove necessary semicolon (fixes #79…,https://github.com/eslint/eslint/pull/7930
eslint/eslint,7915,GabrielDelepine,Fix: Correct typos in configuring.md,https://github.com/eslint/eslint/pull/7915
eslint/eslint,7902,stewx,New Rule: no-chained-assignments,https://github.com/eslint/eslint/pull/7902
eslint/eslint,7899,vedatmahir,Chore: glob.js file updated to ES6 classes (refs #7849),https://github.com/eslint/eslint/pull/7899
eslint/eslint,7867,orta,[WIP] Update: Adds the ability to scope require-jsdoc to exported properties,https://github.com/eslint/eslint/pull/7867
eslint/eslint,7848,kaicataldo,Chore: refactor lib/config to ES6 class,https://github.com/eslint/eslint/pull/7848
eslint/eslint,7824,trevorsmith,Update: add `detectDefaultValues` to `no-magic-numbers` (fixes #5672),https://github.com/eslint/eslint/pull/7824
eslint/eslint,7823,anaisbetts,Add new "consistent" option for linebreak-style,https://github.com/eslint/eslint/pull/7823
eslint/eslint,7822,not-an-aardvark,Update: Allow query selectors as options for no-restricted-syntax,https://github.com/eslint/eslint/pull/7822
eslint/eslint,7819,itavy,Fix: check require-jsdoc for FunctionExpression by let and const,https://github.com/eslint/eslint/pull/7819
eslint/eslint,7815,FezVrasta,Add support for DOTFILES_PATH environment variable,https://github.com/eslint/eslint/pull/7815
eslint/eslint,7800,Scrum,feat(config-file): add alternative property name for config,https://github.com/eslint/eslint/pull/7800
eslint/eslint,7777,not-an-aardvark,Update: fix no-useless-escape false negative with braces (fixes #7772),https://github.com/eslint/eslint/pull/7777
eslint/eslint,7768,app,Fix: Fix broken links in documentation,https://github.com/eslint/eslint/pull/7768
eslint/eslint,7753,jonathantneal,Fix: patch projectPath resolve when still in node_modules directory,https://github.com/eslint/eslint/pull/7753
eslint/eslint,7738,wtgtybhertgeghgtwtg,Drop `user-home`.,https://github.com/eslint/eslint/pull/7738
eslint/eslint,7721,mklopets,Fix edge case for reporter when number of problems is 99,https://github.com/eslint/eslint/pull/7721
eslint/eslint,7715,gajus,Make sort-keys fixable (fixes #7714) [WIP],https://github.com/eslint/eslint/pull/7715
eslint/eslint,7713,mroderick,New: `no-boolean-trap` rule,https://github.com/eslint/eslint/pull/7713
eslint/eslint,7708,zackargyle,Update: Add support for flow type import/export declarations,https://github.com/eslint/eslint/pull/7708
eslint/eslint,7704,okonet,Lint staged,https://github.com/eslint/eslint/pull/7704
eslint/eslint,7680,CurtisHumphrey,Update: comma-dangle.md,https://github.com/eslint/eslint/pull/7680
eslint/eslint,7674,jonnyarnold,Added string-match rule.,https://github.com/eslint/eslint/pull/7674
eslint/eslint,7640,ForbesLindesay,Test output even if errors is just a number,https://github.com/eslint/eslint/pull/7640
eslint/eslint,7639,thepian,enableTypeSort,https://github.com/eslint/eslint/pull/7639
eslint/eslint,7623,platinumazure,Update: Show stack trace when plugin is missing,https://github.com/eslint/eslint/pull/7623
eslint/eslint,7602,edg2s,Update: Add `allowChainable` option to `valid-jsdoc` (Fixes #6681),https://github.com/eslint/eslint/pull/7602
eslint/eslint,7591,mvolkmann,Update: added operator-specific options to space-infix-ops rule,https://github.com/eslint/eslint/pull/7591
eslint/eslint,7529,gyandeeps,Chore: Require jsdoc for arrow functions,https://github.com/eslint/eslint/pull/7529
eslint/eslint,7520,graingert,fix: rule-proposal + PR tempalte markdown checkboxes,https://github.com/eslint/eslint/pull/7520
eslint/eslint,7514,eelyafi,Fix: Adds autofixer for no-plusplus rule. (fixes: #7505),https://github.com/eslint/eslint/pull/7514
eslint/eslint,7513,gyandeeps,Chore: Only build PR and not branches,https://github.com/eslint/eslint/pull/7513
eslint/eslint,7511,ilyavolodin,WIP: Autofixing in processors,https://github.com/eslint/eslint/pull/7511
eslint/eslint,7486,not-an-aardvark,Upgrade: mock-fs to ^3.12.0,https://github.com/eslint/eslint/pull/7486
eslint/eslint,7455,not-an-aardvark,Update: WIP: add `ignoreCharClasses` option for `no-useless-escape`,https://github.com/eslint/eslint/pull/7455
eslint/eslint,7430,platinumazure,New: RuleTester supports grouping tests into scenarios,https://github.com/eslint/eslint/pull/7430
eslint/eslint,7417,taion,Update: Handle ForAwaitStatement in semi,https://github.com/eslint/eslint/pull/7417
eslint/eslint,7416,pfhayes,New: Inform when fixes were applied,https://github.com/eslint/eslint/pull/7416
eslint/eslint,7395,mysticatea,Breaking: report file not found errors (fixes #7390),https://github.com/eslint/eslint/pull/7395
eslint/eslint,7381,jokeyrhyme,Update: recommend no-process-exit rule per Node.js,https://github.com/eslint/eslint/pull/7381
eslint/eslint,7379,SimenB,Update: add fixer for `no-useless-escape`,https://github.com/eslint/eslint/pull/7379
eslint/eslint,7378,SimenB,Chore: Cache `node_modules` on travis,https://github.com/eslint/eslint/pull/7378
eslint/eslint,7345,SimenB,[WIP] Extract file utils into a separate package,https://github.com/eslint/eslint/pull/7345
eslint/eslint,7336,SimenB,Add a test case which fails for autofixing `prefer-const`,https://github.com/eslint/eslint/pull/7336
eslint/eslint,7301,amilajack,Update: Run appveyor tests against travis node versions,https://github.com/eslint/eslint/pull/7301
eslint/eslint,7300,amilajack,Fix: Run appveyor tests against travis node versions,https://github.com/eslint/eslint/pull/7300
eslint/eslint,7261,Moeriki,Update report messages to include function name,https://github.com/eslint/eslint/pull/7261
eslint/eslint,7246,sunkibaek,Fix doc to reflect real behavior,https://github.com/eslint/eslint/pull/7246
eslint/eslint,7241,sadovnik,Chore: codestyle fix,https://github.com/eslint/eslint/pull/7241
eslint/eslint,7203,arxpoetica,Add `skipCommentMatch` (see note),https://github.com/eslint/eslint/pull/7203
eslint/eslint,7188,not-an-aardvark,Update: add fixer for `no-useless-escape`,https://github.com/eslint/eslint/pull/7188
eslint/eslint,7177,CrabDude,New: Add `overrides` and `files` configuration options (refs #3611),https://github.com/eslint/eslint/pull/7177
eslint/eslint,7171,dwhieb,Fix: use Reflect.ownKeys in prefer-reflect (fixes #7075),https://github.com/eslint/eslint/pull/7171
eslint/eslint,7160,clickthisnick,Chore throw if no test scenarios,https://github.com/eslint/eslint/pull/7160
eslint/eslint,7140,kdex,Fix: Report columns for `eol-last` correctly (fixes #7136),https://github.com/eslint/eslint/pull/7140
eslint/eslint,7133,sethkinast,Update: `prefer-rest-params` relax for spread (fixes #7130),https://github.com/eslint/eslint/pull/7133
eslint/eslint,7119,dwhieb,Fix: use Reflect.ownKeys in prefer-reflect rule (fixes #7075),https://github.com/eslint/eslint/pull/7119
eslint/eslint,7093,dallonf,Docs: Elaborate on best practice for `hasOwnProperty`,https://github.com/eslint/eslint/pull/7093
eslint/eslint,7073,joekrill,New: Add `excludes` and `includes` configuration options (refs #3611),https://github.com/eslint/eslint/pull/7073
eslint/eslint,7068,mgedmin,Missing arguments in examples,https://github.com/eslint/eslint/pull/7068
eslint/eslint,7066,jrsearles,New: add individual options for `brace-style` (fixes #6828),https://github.com/eslint/eslint/pull/7066
eslint/eslint,7055,kaicataldo,Chore: enable prefer-template rule (refs #6407),https://github.com/eslint/eslint/pull/7055
eslint/eslint,7034,jacobp100,Add airbnb-base to eslint config (closes #6986),https://github.com/eslint/eslint/pull/7034
eslint/eslint,7032,Thoro,Update: Added disallowMultipleSpaces option to the space-before-block…,https://github.com/eslint/eslint/pull/7032
eslint/eslint,7026,jankuca,add allowCommentBody option to no-fallthrough,https://github.com/eslint/eslint/pull/7026
eslint/eslint,7009,paladox,Also run npm install in travis ci,https://github.com/eslint/eslint/pull/7009
eslint/eslint,6987,robertrossmann,Update: Make `no-tabs` rule fixable,https://github.com/eslint/eslint/pull/6987
eslint/eslint,6951,Cellule,Shareable plugins,https://github.com/eslint/eslint/pull/6951
eslint/eslint,6946,platinumazure,WIP: New: capitalized-comments rule (fixes #6055),https://github.com/eslint/eslint/pull/6946
eslint/eslint,6922,brennie,Docs: Update documentation of `globals` key in configuring.md,https://github.com/eslint/eslint/pull/6922
eslint/eslint,6912,Trott,Fix: Check indentation on multiline variable declarations (fixes #6911),https://github.com/eslint/eslint/pull/6912
eslint/eslint,6902,adamkasztenny,New: Add CLI option for exiting 0 (fixes #2949),https://github.com/eslint/eslint/pull/6902
eslint/eslint,6895,nfriedly,Docs: Make env match ecmaVersion in example,https://github.com/eslint/eslint/pull/6895
eslint/eslint,6868,eelyafi,Sort-imports autofixer. Issue #6866,https://github.com/eslint/eslint/pull/6868
eslint/eslint,6865,AsaAyers,Fix: Use Node's resolution algorithm for plugins & parsers (refs #3458),https://github.com/eslint/eslint/pull/6865
eslint/eslint,6856,NickHeiner,Update: Add fixer for strict (fixes #6668),https://github.com/eslint/eslint/pull/6856
eslint/eslint,6817,nzakas,Fix: Pin file-entry-cache to working version (fixes #6816),https://github.com/eslint/eslint/pull/6817
eslint/eslint,6812,kaicataldo,Chore: Enable object-shorthand rule (refs #6407),https://github.com/eslint/eslint/pull/6812
eslint/eslint,6796,Trott,Fix: ignore MemberExpression in VariableDeclarators (fixes #6795),https://github.com/eslint/eslint/pull/6796
eslint/eslint,6737,LegNeato,Fix: sort-imports: single import of multiple style as "multiple" type (fixes #6736),https://github.com/eslint/eslint/pull/6737
eslint/eslint,6730,kaelzhang,Fix: Improves pref of globbing with numerous files by specifying ignore patterns (fixes #5679),https://github.com/eslint/eslint/pull/6730
eslint/eslint,6686,kaicataldo,Chore: Remove `fixable` from multiline-ternary metadata (fixes #6683),https://github.com/eslint/eslint/pull/6686
eslint/eslint,6685,irvinebroque,Remove stray .eslintrc.yml file,https://github.com/eslint/eslint/pull/6685
eslint/eslint,6684,kaicataldo,Chore: Remove `fixable` from multiline-ternary metadata (fixes #6683),https://github.com/eslint/eslint/pull/6684
eslint/eslint,6680,amilajack,Update: Added osx support to travis ci,https://github.com/eslint/eslint/pull/6680
eslint/eslint,6622,platinumazure,Fix: Remove  reference from 3.0.0 migration guide (refs #6605),https://github.com/eslint/eslint/pull/6622
eslint/eslint,6599,pmcelhaney,New: exposes rule metadata to the Node API (fixes #6582),https://github.com/eslint/eslint/pull/6599
eslint/eslint,6594,theawesomenayak,Docs: Corrected documentation (fixes #6397),https://github.com/eslint/eslint/pull/6594
eslint/eslint,6589,pmcelhaney,New: allows plugins to specify the URLs to their docs (fixes #6582),https://github.com/eslint/eslint/pull/6589
eslint/eslint,6533,aaronabramov,Show actual value in rule-tester assertions,https://github.com/eslint/eslint/pull/6533
eslint/eslint,6530,aubergine10,Docs: yield-star-spacing cleanup & refactor,https://github.com/eslint/eslint/pull/6530
eslint/eslint,6523,aubergine10,Docs: Consistent example headings & text pt6 (refs #5446),https://github.com/eslint/eslint/pull/6523
eslint/eslint,6520,IanVS,Breaking: Error thrown/printed if no config found (fixes #5987),https://github.com/eslint/eslint/pull/6520
eslint/eslint,6519,codepunkt,Update: Take type annotations into account in `space-infix-ops`,https://github.com/eslint/eslint/pull/6519
eslint/eslint,6517,aubergine10,Docs: Fix typos in block comments (fixes #6516),https://github.com/eslint/eslint/pull/6517
eslint/eslint,6512,aubergine10,Docs: Consistent example heading and caption (Refs #5446),https://github.com/eslint/eslint/pull/6512
eslint/eslint,6504,TobiasBales,New: Add ignorePropertiesFor to no-param-reassign,https://github.com/eslint/eslint/pull/6504
eslint/eslint,6487,aubergine10,Docs: Consistent example headings & text bat2 #5446,https://github.com/eslint/eslint/pull/6487
eslint/eslint,6480,SimenB,Include rules documentation in package,https://github.com/eslint/eslint/pull/6480
eslint/eslint,6468,nzakas,Fix: Ensure config extends reads from the right spot (fixes #5450),https://github.com/eslint/eslint/pull/6468
eslint/eslint,6461,AnilRedshift,New: Allow conditional rules in eslint based on the environment,https://github.com/eslint/eslint/pull/6461
eslint/eslint,6453,aubergine10,Docs: Consistent example headings & text (refs #5446),https://github.com/eslint/eslint/pull/6453
eslint/eslint,6445,ekmartin,Update padded-blocks to include padding outside blocks,https://github.com/eslint/eslint/pull/6445
eslint/eslint,6437,ljharb,Chore: `no-control-regex`: Remove seemingly unnecessary logic.,https://github.com/eslint/eslint/pull/6437
eslint/eslint,6419,pedrottimark,Build: Automatically add rule meta data in docs (fixes #5774),https://github.com/eslint/eslint/pull/6419
eslint/eslint,6409,ricardogama,Fix: Allow get keys in object-shorthand (fixes #6408),https://github.com/eslint/eslint/pull/6409
eslint/eslint,6395,mysticatea,New: `no-global-assign` rule (fixes #5358),https://github.com/eslint/eslint/pull/6395
